1113.86609	1.74194
1113.86609	1.53478
1113.86609	1.88148
1113.86609	1.74225
1113.8667	1.48875
1113.86755	1.92989
1113.86816	1.58518
1113.86816	1.83004
1113.86963	1.64615
1113.86963	1.79268
1113.87024	1.68393
1113.87097	1.86139
1113.87097	1.67605
1113.87097	1.66169
1113.87097	1.73485
1113.8717	1.8689
1113.8717	1.70314
1113.87231	1.57983
1113.87231	1.90803
1113.87317	1.51723
1113.87378	1.35227
1113.87451	1.49411
1113.87451	1.59749
1113.87451	1.48062
1113.87524	1.40915
1113.87524	1.62063
1113.87524	1.63316
1113.87659	1.76328
1113.87732	1.48791
1113.87732	1.49911
1113.87805	1.3432
1113.87805	1.40203
1113.87878	1.5235
1113.87952	1.48798
1113.87952	1.5375
1113.87952	1.58061
1113.87952	1.35729
1113.88013	1.36797
1113.88013	1.5102
1113.88086	1.01324
1113.88086	1.29388
1113.88147	1.5495
1113.88147	1.43546
1113.8822	1.38199
1113.88306	1.46222
1113.88367	1.65426
1113.88367	1.42541
1113.8844	1.5192
1113.8844	1.43799
1113.88513	1.33275
1113.88513	1.12697
1113.88574	1.67564
1113.88574	1.31982
1113.88647	1.3662
1113.88647	1.49442
1113.88647	1.57033
1113.88721	1.5328
1113.88721	1.41235
1113.88721	1.54702
1113.88782	1.40193
1113.88867	1.70615
1113.88928	1.659
1113.88928	1.57993
1113.88928	1.49428
1113.89001	1.54475
1113.89001	1.49895
1113.89001	1.50539
1113.89136	1.69102
1113.89136	1.59374
1113.89209	1.50023
1113.89282	1.69143
1113.89282	-0.43915
1113.89282	1.6757
1113.89355	1.56332
1113.89429	-6.36086
1113.89429	1.74204
1113.89429	1.58272
1113.89429	1.70705
1113.89429	1.8436
1113.89429	1.61431
1113.8949	1.58994
1113.8949	1.67237
1113.8949	1.67824
1113.89563	1.55343
1113.89636	1.72864
1113.89636	1.62399
1113.89697	1.31999
1113.89697	1.68506
1113.89697	1.63378
1113.89771	1.67504
1113.89856	1.71954
1113.89856	1.88665
1113.89856	1.67321
1113.89856	1.8877
1113.89917	1.70107
1113.89917	1.66996
1113.90063	1.74217
1113.90125	1.63179
1113.90125	1.66203
1113.90259	1.8569
1113.90259	1.56308
1113.90479	1.89477
1113.90479	1.31619
1113.90552	1.80634
1113.90552	1.75324
1113.90686	1.37581
1113.90759	1.49248
1113.90759	1.59013
1113.90759	1.61016
1113.90833	1.83585
1113.90979	1.43367
1113.9104	1.64464
1113.9104	1.73323
1113.9104	1.74616
1113.91113	1.58852
1113.91321	1.44583
1113.91394	2.11485
1113.91394	1.28653
1113.91394	1.55114
1113.91467	1.72199
1113.91541	1.71283
1113.91541	1.69645
1113.91602	1.81181
1113.91602	1.71966
1113.91675	1.59104
1113.91675	1.59383
1113.91675	1.64626
1113.91748	1.70949
1113.91748	1.43513
1113.91809	1.71489
1113.91809	1.75195
1113.91809	1.64563
1113.91882	1.67332
1113.91882	1.64852
1113.91968	1.56515
1113.92102	1.71364
1113.92102	1.39598
1113.92175	1.74981
1113.92175	1.58134
1113.92236	1.44271
1113.92236	1.72693
1113.92236	1.47858
1113.9231	1.64259
1113.92371	1.68373
1113.92529	1.71997
1113.9259	1.48036
1113.9259	1.72749
1113.9259	1.57013
1113.9259	1.4131
1113.92664	1.45756
1113.92664	1.48455
1113.92737	1.41684
1113.92737	1.50498
1113.92798	1.43048
1113.92798	1.62582
1113.92798	1.54837
1113.92871	1.76526
1113.92944	1.04217
1113.93018	1.52965
1113.93018	1.8056
1113.93018	1.53715
1113.93018	2.19251
1113.93091	1.48406
1113.93091	1.75665
1113.93152	1.58005
1113.93152	1.52822
1113.93152	1.52269
1113.93225	1.54422
1113.93225	1.55499
1113.93298	1.64474
1113.93298	1.68666
1113.93298	1.61475
1113.93298	1.61525
1113.93298	-16.89569
1113.93433	1.72925
1113.93433	1.61675
1113.93433	1.48373
1113.93433	1.67083
1113.93433	1.62165
1113.93433	1.57582
1113.93579	1.84665
1113.93652	1.75664
1113.93652	1.57427
1113.93713	1.63976
1113.93713	1.73763
1113.9386	1.76698
1113.93921	1.91512
1113.93921	1.57193
1113.93994	-8.62977
1113.93994	1.63404
1113.93994	1.60999
1113.9408	1.42747
1113.9408	1.63775
1113.94214	1.59449
1113.94287	1.46448
1113.94287	1.54119
1113.94348	1.70912
1113.94421	1.67075
1113.94421	1.30616
1113.94482	1.70465
1113.94482	1.68601
1113.94568	1.55157
1113.94568	1.96139
1113.94568	1.56878
1113.94568	1.60018
1113.94702	1.74168
1113.94775	1.53582
1113.94775	1.45243
1113.94849	1.61132
1113.94849	1.54924
1113.94849	1.64049
1113.9491	1.61701
1113.9491	1.66394
1113.9491	1.67726
1113.94983	1.585
1113.94983	1.65541
1113.95203	1.68238
1113.95203	1.71517
1113.95203	1.52645
1113.95337	1.63262
1113.95337	1.50209
1113.95337	1.5808
1113.9541	1.74121
1113.9541	1.80151
1113.95471	1.50643
1113.95544	1.76379
1113.9563	1.57744
