1156.27881,1.62884,0
1156.74268,1.65902,0
1156.81018,1.65528,0
1156.85205,1.52065,0
1156.70349,1.56708,0
1156.86902,1.68385,0
1156.25818,1.74389,0
1156.32483,1.76212,0
1156.78369,1.74232,0
1156.77734,1.68199,0
1156.87976,1.73858,0
1156.85059,1.58426,0
1156.84558,1.58754,0
1156.28796,1.58293,0
1156.51025,1.43456,0
1156.65308,1.67459,0
1156.58142,1.54185,0
1156.27222,1.658,0
1156.52527,1.59984,0
1156.46545,1.60219,0
1156.64026,1.58458,0
1156.47473,1.62649,0
1156.6908,1.66437,0
1156.28796,1.73551,0
1156.6084,1.81323,0
1156.36609,1.71767,0
1156.90247,1.5725,0
1156.49536,1.6884,0
1156.58411,1.56723,0
1156.51453,1.5473,0
1156.33972,1.50991,0
1156.35901,1.48506,0
1156.7511,1.64712,0
1156.28723,1.57187,0
1156.75464,1.47188,0
1156.65161,1.67621,0
1156.35266,1.70696,0
1156.75745,1.63598,0
1156.59619,1.73452,0
1156.84644,1.77917,0
1156.771,1.64669,0
1156.60693,1.70998,0
1156.89331,1.67153,0
1156.34192,1.57894,0
1156.89038,1.88197,0
1156.58142,1.43722,0
1156.27295,1.62275,0
1156.36108,1.59668,0
1156.34338,1.75498,0
1156.51453,1.52537,0
1156.46973,1.66759,0
1156.32837,1.63919,0
1156.36255,1.71629,0
1156.48682,1.64904,0
1156.8761,1.61509,0
1156.26025,1.74517,0
1156.33337,1.61589,0
1156.54932,1.60951,0
1156.60767,1.75917,0
1156.59619,1.77414,0
1156.79456,1.66286,0
1156.54724,1.7659,0
1156.50818,1.36477,0
1156.58984,1.65776,0
1156.61902,1.57564,0
1156.7583,1.6456,0
1156.84851,1.7048,0
1156.61829,1.52309,0
1156.39526,1.64338,0
1156.40796,1.76049,0
1156.61267,1.45471,0
1156.73767,1.75354,0
1156.79517,1.6494,0
1156.68994,1.55362,0
1156.35193,1.60845,0
1156.90247,1.50483,0
1156.88904,1.52741,0
1156.48328,1.67843,0
1156.76538,1.60665,0
1156.34338,1.61794,0
1156.32837,1.68712,0
1156.62402,1.81015,0
1156.90674,1.56283,0
1156.63818,1.61049,0
1156.45142,1.6979,0
1156.76672,1.58631,0
1156.80591,1.58669,0
1156.4165,1.53271,0
1156.59766,1.72852,0
1156.52234,1.72273,0
1156.28149,1.75491,0
1156.80652,1.63749,0
1156.69421,1.78236,0
1156.7312,1.61003,0
1156.44275,1.65255,0
1156.67017,1.49659,0
1156.69788,1.45727,0
1156.34045,1.70266,0
1156.85706,1.71047,0
1156.72705,1.57993,0
1156.75537,1.87721,0
1156.30847,1.72167,0
1156.83496,1.56062,0
1156.71777,1.72186,0
1156.3717,1.65268,0
1156.84912,1.59667,0
1156.45776,1.7124,0
1156.84058,1.88943,0
1156.37097,1.64136,0
1156.66235,1.68009,0
1156.56079,1.47584,0
1156.29919,1.61567,0
1156.54297,1.71758,0
1156.76392,1.66824,0
1156.34839,1.36958,0
1156.39453,1.6814,0
1156.79089,1.58044,0
1156.86975,1.55971,0
1156.65234,1.70022,0
1156.67651,1.45703,0
1156.55786,1.53764,0
1156.85706,1.51365,0
1156.83777,1.55844,0
1156.76672,1.57256,0
1156.84351,1.66024,0
1156.37964,1.66095,0
1156.49036,1.68298,0
1156.88464,1.83285,0
1156.68933,1.72344,0
1156.30139,1.75721,0
1156.81787,1.63571,0
1156.6958,1.66872,0
1156.43286,1.5506,0
1156.771,1.55626,0
1156.60413,1.67299,0
1156.48828,1.61047,0
1156.25171,1.80874,0
1156.68652,1.37986,0
1156.79797,1.83348,0
1156.27795,1.48447,0
1156.6709,1.67883,0
1156.3363,1.57632,0
1156.479,1.86946,0
1156.89331,1.75564,0
1156.30078,1.68337,0
1156.80591,1.59315,0
1156.67432,1.63873,0
1156.88684,1.64187,0
1156.53235,1.71302,0
1156.44421,1.70272,0
1156.8833,1.60741,0
1156.6333,1.8824,0
1156.36255,1.62829,0
1156.83557,1.80889,0
1156.29858,1.29858,0
1156.36829,1.60448,0
1156.81787,1.66365,0
1156.36536,1.70337,0
1156.78162,1.59547,0
1156.55151,1.69198,0
1156.47839,1.50888,0
1156.7384,1.6213,0
1156.75183,1.68504,0
1156.31848,1.6868,0
1156.40454,1.75178,0
1156.89893,1.70397,0
1156.66943,1.3935,0
1156.46338,1.5943,0
1156.40588,1.73401,0
1156.87549,1.61403,0
1156.27661,1.58346,0
1156.34338,1.67291,0
1156.57776,1.68207,0
1156.86768,1.78744,0
1156.58057,1.56388,0
1156.67371,1.6655,0
1156.59204,1.66413,0
1156.52795,1.74614,0
1156.42712,1.59783,0
1156.61829,1.74409,0
1156.71411,1.49208,0
1156.8158,1.61886,0
1156.55432,1.60113,0
1156.88904,1.64641,0
1156.6012,1.43524,0
1156.57349,1.61063,0
1156.3717,1.60649,0
1156.54089,1.49739,0
1156.29224,1.48685,0
1156.42859,1.77852,0
1156.57715,1.67907,0
1156.59619,1.74945,0
1156.5238,1.82215,0
1156.55151,1.63197,0
1156.43506,1.74575,0
1156.53027,1.78739,0
1156.34399,1.63429,0
1156.61328,1.87493,0
1156.40662,1.679,0
1156.771,1.73848,0
1156.34973,1.66736,0
1156.62256,1.65202,0
1156.79517,1.51423,0
1156.31567,1.58412,0
1156.74109,1.59446,0
1156.29358,1.57874,0
1156.66724,1.71269,0
1156.29578,1.47746,0
1156.36401,1.69797,0
1156.71851,1.64687,0
1156.64099,1.66939,0
1156.46631,1.79937,0
1156.79297,1.77711,0
1156.66296,1.52686,0
1156.89673,1.66049,0
1156.27222,1.74753,0
1156.27588,1.65288,0
1156.73047,1.65531,0
1156.35046,1.75984,0
1156.75745,1.76038,0
1156.40662,1.73998,0
1156.49463,1.6742,0
1156.52161,1.70305,0
1156.70215,1.64519,0
1156.70776,1.54077,0
1156.50598,1.6678,0
1156.4967,1.6527,0
1156.25879,1.797,0
1156.64099,1.62683,0
1156.61609,1.67761,0
1156.30713,1.7193,0
1156.70984,1.64175,0
1156.37744,1.64519,0
1156.43994,1.65505,0
1156.78308,1.70979,0
1156.90527,1.54132,0
1156.61475,1.57259,0
1156.36755,1.35712,0
1156.79163,1.69406,0
1156.70142,1.5676,0
1156.76038,1.48299,0
1156.70422,1.50922,0
1156.28516,1.48686,0
1156.64893,1.64381,0
1156.6333,1.65066,0
1156.51453,1.58061,0
1156.70081,1.75673,0
1156.27454,1.68267,0
1156.34619,1.48705,0
1156.57288,1.61608,0
1156.27795,1.65617,0
1156.60693,1.75134,0
1156.27087,1.73247,0
1156.67297,1.4833,0
1156.42285,1.55174,0
1156.61829,1.49693,0
1156.80591,1.67489,0
1156.24536,1.65866,0
1156.32837,1.67513,0
1156.58484,1.82325,0
1156.61108,1.92352,0
1156.84143,1.88897,0
1156.50391,1.78327,0
1156.78455,1.76349,0
1156.54858,1.41492,0
1156.63965,1.64483,0
1156.73267,1.56987,0
1156.61829,1.46305,0
1156.7085,1.41466,0
1156.72546,1.66728,0
1156.74341,1.68193,0
1156.90601,1.76717,0
1156.83496,1.74908,0
1156.68433,1.66819,0
1156.5415,1.72953,0
1156.86548,1.68923,0
1156.36462,1.43335,0
1156.61975,1.68319,0
1156.90674,1.72357,0
1156.3988,1.80653,0
1156.40295,1.49826,0
1156.33704,1.56667,0
1156.69153,1.62043,0
1156.87976,1.76577,0
1156.69287,1.67354,0
1156.44495,1.69144,0
1156.80725,1.6591,0
1156.85706,1.79287,0
1156.69287,1.45997,0
1156.60901,1.83424,0
1156.67932,1.62365,0
1156.52307,1.60926,0
1156.61975,1.73552,0
1156.90247,1.404,0
1156.78308,1.77823,0
1156.41797,1.70172,0
1156.68225,1.75599,0
1156.73547,1.45867,0
1156.90039,1.64261,0
1156.44141,1.48735,0
1156.42151,1.68919,0
1156.79456,1.69585,0
1156.70923,1.5079,0
1156.73413,1.7188,0
1156.73975,1.66189,0
1156.32629,1.72144,0
1156.33203,1.74535,0
1156.58643,1.54024,0
1156.72913,1.66746,0
1156.8385,1.69739,0
1156.45276,1.61367,0
1156.57214,1.50741,0
1156.59485,1.49873,0
1156.32983,1.66298,0
1156.79297,1.6153,0
1156.59412,1.66761,0
1156.45068,1.50792,0
1156.62402,1.59902,0
1156.55933,1.72178,0
1156.70776,1.65601,0
1156.76965,1.69811,0
1156.79028,1.61589,0
1156.65234,1.60069,0
1156.63171,1.55827,0
1156.46631,1.67339,0
1156.26794,1.72466,0
1156.90308,1.7924,0
1156.38318,1.66793,0
1156.55017,1.69002,0
1156.28723,1.79013,0
1156.78601,1.60608,0
1156.58643,1.63433,0
1156.29443,1.50577,0
1156.45911,1.77763,0
1156.79028,1.76128,0
1156.79089,1.7118,0
1156.36328,1.76028,0
1156.2616,1.65379,0
1156.55652,1.61389,0
1156.25818,1.75823,0
1156.67151,1.54993,0
1156.67371,1.67039,0
1156.47473,1.46055,0
1156.86621,1.77983,0
1156.52234,1.69216,0
1156.68726,1.6638,0
1156.46545,1.56386,0
1156.66162,1.77876,0
1156.38733,1.65292,0
1156.7312,1.70793,0
1156.86548,1.86729,0
1156.59131,1.81075,0
1156.88904,1.64976,0
1156.80432,1.71703,0
1156.54858,1.64243,0
1156.84058,1.77707,0
1156.51807,1.46891,0
1156.3042,1.41127,0
1156.80298,1.77968,0
1156.37463,1.83642,0
1156.88464,1.74022,0
1156.479,1.75302,0
1156.85913,1.68222,0
1156.2666,1.66804,0
1156.6936,1.62313,0
1156.42358,1.54707,0
1156.46484,1.56822,0
1156.78735,1.66414,0
1156.48047,1.7307,0
1156.76245,1.57618,0
1156.75671,1.65026,0
1156.56641,1.73357,0
1156.89893,1.78255,0
1156.89893,1.40587,0
1156.45557,1.73448,0
1156.28442,1.51576,0
1156.70923,1.60986,0
1156.41016,1.3354,0
1156.4613,1.68543,0
1156.43506,1.45125,0
1156.66028,1.63364,0
1156.57715,1.61298,0
1156.84558,1.63325,0
1156.87048,1.63108,0
1156.75671,1.55499,0
1156.74683,1.70627,0
1156.60474,1.55502,0
1156.73621,1.59088,0
1156.41296,1.30137,0
1156.31982,1.68437,0
1156.43713,1.55898,0
1156.84985,1.46538,0
1156.40942,1.54979,0
1156.70081,1.52032,0
1156.26453,1.55339,0
1156.56921,1.89902,0
1156.37256,1.37829,0
1156.75537,1.73421,0
1156.65588,1.65239,0
1156.63391,1.77957,0
1156.44568,1.79062,0
1156.77466,1.71444,0
1156.62891,1.60186,0
1156.5415,1.78304,0
1156.58411,1.53201,0
1156.58911,1.52471,0
1156.87683,1.51033,0
1156.38525,1.39449,0
1156.71143,1.66461,0
1156.67651,1.61683,0
1156.79297,1.75396,0
1156.33838,1.51726,0
1156.2467,1.60806,0
1156.4342,1.57238,0
1156.84277,1.89049,0
1156.39795,1.438,0
1156.85547,1.629,0
1156.60266,1.69063,0
1156.85986,1.70599,0
1156.43994,1.82745,0
1156.50391,1.78727,0
1156.49756,1.79556,0
1156.89465,1.82014,0
1156.64392,1.64764,0
1156.776,1.54821,0
1156.65735,1.76319,0
1156.54089,1.57102,0
1156.34766,1.80177,0
1156.58557,1.58015,0
1156.41724,1.69325,0
1156.75403,1.58699,0
1156.4989,1.86679,0
1156.57715,1.7518,0
1156.63599,1.70381,0
1156.75183,1.56942,0
1156.71057,1.51355,0
1156.57642,1.43507,0
1156.67017,1.46162,0
1156.34265,1.4505,0
1156.63171,1.71871,0
1156.40515,1.53723,0
1156.82642,1.59851,0
1156.26526,1.70771,0
1156.50818,1.64654,0
1156.34399,1.69361,0
1156.41443,1.68939,0
1156.75464,1.58938,0
